Table S2J. Relative protein abundance across organelle fractions collected by density gradient separation and quantified using TMT. Samples are mock infected cells at 120hpi.,,,,,,,,
,,,Organelle fraction,,,,,
P19105,MYL12A,Homo sapiens (Human),1,0.439207557,0.796316348,0.545231552,0.074489151,0
O14964,HGS,Homo sapiens (Human),1,0.451876993,0.312502161,0.075966628,0.02024877,0
O14974,PPP1R12A,Homo sapiens (Human),1,0.36121616,0.241428778,0.062573505,0.013160363,0
O14980,XPO1,Homo sapiens (Human),1,0.672399312,0.361864645,0.177088509,0.036073881,0
O15031,PLXNB2,Homo sapiens (Human),1,0.529658024,0.48831751,0.137681614,0.031777342,0
O15118,NPC1,Homo sapiens (Human),0.542578052,1,0.915732769,0.262612791,0.05348383,0
O15121,DEGS1,Homo sapiens (Human),0.757788272,0.912984328,1,0.611754539,0.115055792,0
O15126,SCAMP1,Homo sapiens (Human),0.984562058,0.918891736,1,0.206747932,0.043738573,0
O15127,SCAMP2,Homo sapiens (Human),1,0.686325869,0.684464211,0.273127718,0.04446672,0
O15143,ARPC1B,Homo sapiens (Human),1,0.467231981,0.410539221,0.176713956,0.011867206,0
O15144,ARPC2,Homo sapiens (Human),1,0.404566122,0.296793594,0.052430325,0.022025082,0
O15145,ARPC3,Homo sapiens (Human),1,0.441637537,0.322312705,0.036891905,0.018639711,0
O15162,PLSCR1,Homo sapiens (Human),1,0.566281474,0.483711113,0.110540748,0.021076017,0
O15173,PGRMC2,Homo sapiens (Human),0.822863963,0.933836992,1,0.402154824,0.12610241,0
O15228,GNPAT,Homo sapiens (Human),0.035929198,0.010919706,0.371254873,0.473240475,1,0
O15254,ACOX3,Homo sapiens (Human),0.440136939,0.364641241,0.809272924,0.799742724,1,0
O15269,SPTLC1,Homo sapiens (Human),0.921712694,1,0.761003886,0.53161379,0.11757169,0
O15321,TM9SF1,Homo sapiens (Human),0.421551811,1,0.781494652,0.192707893,0.037251293,0
O15382,BCAT2,Homo sapiens (Human),0.151916692,0.251394972,0.587564086,1,0.111505715,0
O15400,STX7,Homo sapiens (Human),0.795258095,1,0.756978129,0.185798165,0.027466232,0
O15427,SLC16A3,Homo sapiens (Human),1,0.422213649,0.393512148,0.081771561,0.018709302,0
O15431,SLC31A1,Homo sapiens (Human),1,0.572132486,0.715672463,0.095392707,0,0.010453857
O15439,ABCC4,Homo sapiens (Human),1,0.530996698,0.716964903,0.175764773,0.030786439,0
O15460,P4HA2,Homo sapiens (Human),0.186262948,0.398737692,1,0.556319665,0.103409856,0
O15484,CAPN5,Homo sapiens (Human),1,0.442314817,0.476105088,0.12682282,0.026124354,0
O15511,ARPC5,Homo sapiens (Human),1,0.453331871,0.250718696,0.08948154,0.028015982,0
O43157,PLXNB1,Homo sapiens (Human),1,0.518247486,0.489608741,0.172441459,0.002669942,0
O43169,CYB5B,Homo sapiens (Human),0.4022996070'SEPT9,0.372874266,1,0.552969802,0.184017799,0
O43175,PHGDH,Homo sapiens (Human),1,0.593252199,0.267553574,0.119263554,0.021106935,0
O43181,NDUFS4,Homo sapiens (Human),0,0.081940479,0.905934694,1,0.308121333,0.066003705
O43294,TGFB1I1,Homo sapiens (Human),1,0.415984707,0.181201461,0.084068001,0.020897156,0
O43325,LYRM1,Homo sapiens (Human),0.160180508,0.143430454,0.598782497,1,0.166121064,0
O43396,TXNL1,Homo sapiens (Human),1,0.725286868,0.289804688,0.098049258,0.045968399,0
O43402,EMC8,Homo sapiens (Human),0.555414755,0.705315188,1,0.621230844,0.120746787,0
O43464,HTRA2,Homo sapiens (Human),0.256780927,0.319750931,0.694316779,1,0.103840013,0
O43491,#N/A,#N/A,1,0.37900221,0.29118669,0.050839563,0.00361475,0
O43493,TGOLN2,Homo sapiens (Human),0.707114121,1,0.455928021,0.067760553,0.028352901,0
O43504,LAMTOR5,Homo sapiens (Human),0.778294139,1,0.474889062,0.176384924,0.001536364,0
O43615,TIMM44,Homo sapiens (Human),0.022859271,0.078481342,0.691480255,1,0.157574956,0
O43617,TRAPPC3,Homo sapiens (Human),0.980781025,1,0.483274581,0.163987959,0.031744372,0
O43633,CHMP2A,Homo sapiens (Human),1,0.702371835,0.477026864,0.109112099,0.046346011,0
O43657,TSPAN6,Homo sapiens (Human),0.574335105,1,0.799448607,0.21093404,0.029589142,0
O43674,NDUFB5,Homo sapiens (Human),0,0.033929607,1,0.804269168,0.334582966,0.105257311
O43676,NDUFB3,Homo sapiens (Human),0,0.106213576,0.921872873,1,0.30770682,0.094978532
O43678,NDUFA2,Homo sapiens (Human),0.241720629,0.178860045,0.723184668,1,0.187786119,0
O43707,ACTN4,Homo sapiens (Human),1,0.389831615,0.264355626,0.093245067,0.021200582,0
O43716,GATC,Homo sapiens (Human),0,0.178933307,0.465307192,1,0.092256332,0.006229157
O43747,AP1G1,Homo sapiens (Human),1,0.939917144,0.939419912,0.25298423,0.071386968,0
O43759,SYNGR1,Homo sapiens (Human),0.86615782,1,0.695283847,0.231108089,0.066233701,0
O43760,SYNGR2,Homo sapiens (Human),1,0.868263857,0.656707069,0.184046032,0.037888636,0
O43772,SLC25A20,Homo sapiens (Human),0,0.090381936,0.864310888,1,0.223301096,0.007275686
O43776,NARS,Homo sapiens (Human),1,0.556894854,0.302116946,0.129483718,0.04639578,0
O43795,MYO1B,Homo sapiens (Human),1,0.355684508,0.40900193,0.088578968,0.019448509,0
O43819,SCO2,Homo sapiens (Human),0.400788888,0.352438298,0.788868883,1,0.172068202,0
O43837,IDH3B,Homo sapiens (Human),0.068256198,0.094020101,0.791640279,1,0.123688317,0
O43852,#N/A,#N/A,0.395368957,0.693568056,1,0.203403886,0.044045602,0
O43852-2,#N/A,#N/A,0.226111327,0.317710369,1,0.194211568,0.038321628,0
O43854,EDIL3,Homo sapiens (Human),0.439988011,0.999648575,1,0.201583552,0.032657642,0
O43920,NDUFS5,Homo sapiens (Human),0,0.087264636,0.585959672,1,0.273841341,0.092369896
O60220,TIMM8A,Homo sapiens (Human),0,0.048708688,0.475640932,1,0.100224782,0.018456049
O60313,OPA1,Homo sapiens (Human),0,0.112476682,0.84730119,1,0.203049155,0.041625914
O60476,MAN1A2,Homo sapiens (Human),0.495309737,1,0.740257553,0.184514445,0.0268481,0
O60488,ACSL4,Homo sapiens (Human),0.750800019,0.522155098,1,0.679951127,0.129900888,0
O60493,SNX3,Homo sapiens (Human),1,0.58130834,0.374440287,0.159166714,0.031695772,0
O60504,SORBS3,Homo sapiens (Human),1,0.364435281,0.199705021,0.06804806,0.016356133,0
O60506,SYNCRIP,Homo sapiens (Human),1,0.609003689,0.426921731,0.233328168,0.082565635,0
O60507,TPST1,Homo sapiens (Human),0.357334352,1,0.747461173,0.214752188,0.043109457,0
O60565,GREM1,Homo sapiens (Human),0.099966966,0.989823581,1,0.801126784,0.158929767,0
O60568,PLOD3,Homo sapiens (Human),0.214583046,0.447508195,1,0.509827409,0.108568026,0
O60613,42628,Homo sapiens (Human),0.36208582,0.611417875,1,0.30753881,0.058174074,0
O60637,TSPAN3,Homo sapiens (Human),0.491683894,1,0.565910517,0.191904778,0.025725425,0
O60645,EXOC3,Homo sapiens (Human),1,0.390069289,0.439532175,0.115364237,0.020766527,0
O60664,PLIN3,Homo sapiens (Human),1,0.50306266,0.231756691,0.067489139,0.024386026,0
O60701,UGDH,Homo sapiens (Human),1,0.671204055,0.265169247,0.250372317,0.114454532,0
O60716,CTNND1,Homo sapiens (Human),1,0.414403277,0.358373198,0.109614323,0.019907362,0
P41567,EIF1,Homo sapiens (Human),1,0.514499683,0.216559637,0.07304192,0,0.005760001
O60783,MRPS14,Homo sapiens (Human),0.046348189,0.13925516,0.508393923,1,0.162132051,0
O60784,TOM1,Homo sapiens (Human),1,0.621376837,0.233595301,0.118042912,0,0.002196449
O60831,PRAF2,Homo sapiens (Human),0.703866255,1,0.697746547,0.442606993,0.116383865,0
O60884,DNAJA2,Homo sapiens (Human),1,0.601556738,0.389611145,0.157023634,0.057256226,0
O75027,ABCB7,Homo sapiens (Human),0.38609247,0.07379109,1,0.707253608,0.22461182,0
O75056,SDC3,Homo sapiens (Human),1,0.335325139,0.391019749,0.046548585,0,0.002063856
O75083,WDR1,Homo sapiens (Human),1,0.407968062,0.281743673,0.057184356,0.018716504,0
O75110,ATP9A,Homo sapiens (Human),0.852668306,1,0.854728297,0.248050441,0.032317755,0
O75116,ROCK2,Homo sapiens (Human),1,0.464601954,0.416532042,0.132660035,0.037689486,0
O75165,DNAJC13,Homo sapiens (Human),0.669754988,1,0.691665698,0.212145522,0.036502035,0
O75306,NDUFS2,Homo sapiens (Human),0,0.076690046,0.589394573,1,0.259744616,0.071612841
O75323,GBAS,Homo sapiens (Human),0.201746928,0.136078784,1,0.969593134,0.212474523,0
O75348,ATP6V1G1,Homo sapiens (Human),0.969283583,1,0.634202389,0.232962156,0.025181545,0
O75351,VPS4B,Homo sapiens (Human),1,0.640209419,0.262577329,0.117335735,0.035296303,0
O75368,SH3BGRL,Homo sapiens (Human),1,0.684543104,0.289851629,0.094803294,0.017203691,0
O75369,FLNB,Homo sapiens (Human),1,0.355929155,0.432408292,0.141820611,0.029955686,0
O75380,NDUFS6,Homo sapiens (Human),0.038141147,0.096969975,0.893056352,1,0.228363815,0
O75381,PEX14,Homo sapiens (Human),0.088242179,0.05225829,0.404188334,0.452780315,1,0
O75390,CS,Homo sapiens (Human),0,0.075810657,0.834378344,1,0.165267246,0.019307574
O75396,SEC22B,Homo sapiens (Human),1,0.76326499,0.569654817,0.206888356,0.047655119,0
O75431,MTX2,Homo sapiens (Human),0.109747279,0.140040535,0.605022239,1,0.140262159,0
O75436,VPS26A,Homo sapiens (Human),1,0.619672406,0.400524478,0.181314192,0.054041947,0
O75438,NDUFB1,Homo sapiens (Human),0,0.124482023,0.844806378,1,0.322372889,0.128587001
O75439,PMPCB,Homo sapiens (Human),0,0.045456466,0.598167848,1,0.149962783,0.002860657
O75489,NDUFS3,Homo sapiens (Human),0,0.073903487,0.523538325,1,0.225473625,0.044059631
O75503,CLN5,Homo sapiens (Human),0.240134444,0.616737269,1,0.243926732,0.02283225,0
O75521,ECI2,Homo sapiens (Human),0.190639086,0.117979258,1,0.903193565,0.944014471,0
O75531,BANF1,Homo sapiens (Human),0.156327207,0.240978932,0.905002117,0.442657342,1,0
O75534,CSDE1,Homo sapiens (Human),1,0.599891755,0.245129985,0.125211326,0.016088556,0
O75600,GCAT,Homo sapiens (Human),0.242274118,0.252670732,0.524516879,1,0.110562084,0
O75695,RP2,Homo sapiens (Human),1,0.419287724,0.409573059,0.070752225,0.019907492,0
O75718,CRTAP,Homo sapiens (Human),0.196978254,0.42222343,1,0.458487826,0.101709511,0
O75746,SLC25A12,Homo sapiens (Human),0.010031203,0.068233957,0.802525938,1,0.199102833,0
O75762,TRPA1,Homo sapiens (Human),1,0.709010462,0.696593331,0.201279813,0.03105628,0
O75781,PALM,Homo sapiens (Human),1,0.3726274,0.264367294,0.071728404,0.009717153,0
O75844,ZMPSTE24,Homo sapiens (Human),0.942025013,0.846065376,1,0.213161513,0.077496056,0
O75879,GATB,Homo sapiens (Human),0.260692418,0.220525392,0.842967713,1,0.16191572,0
O75891,ALDH1L1,Homo sapiens (Human),0.009557684,0.107994869,0.65425697,1,0.223985856,0
O75915,ARL6IP5,Homo sapiens (Human),0.808675669,1,0.891978724,0.535958444,0.117739724,0
O75935,DCTN3,Homo sapiens (Human),1,0.623390464,0.353565638,0.15395711,0.03960887,0
O75947,ATP5H,Homo sapiens (Human),0,0.091727512,0.865125123,1,0.302873442,0.106582502
O75954,TSPAN9,Homo sapiens (Human),1,0.573247521,0.631069878,0.116960017,0.033369327,0
O75955,FLOT1,Homo sapiens (Human),1,0.570086708,0.62939133,0.192548573,0.049152121,0
O75962,TRIO,Homo sapiens (Human),1,0.517194007,0.38846694,0.163813238,0.032769039,0
O75964,ATP5L,Homo sapiens (Human),0,0.194970179,0.784658894,1,0.326474602,0.068046269
O75970,MPDZ,Homo sapiens (Human),1,0.456018355,0.511979991,0.137065372,0.013332743,0
O75976,CPD,Homo sapiens (Human),0.44505088,1,0.501738767,0.144404796,0.023837243,0
O76024,WFS1,Homo sapiens (Human),0.471159994,0.654274431,1,0.47960447,0.106271536,0
O76031,CLPX,Homo sapiens (Human),0,0.064822396,0.84051325,1,0.259703967,0.051864515
O76074,PDE5A,Homo sapiens (Human),1,0.610795199,0.246878525,0.110363557,0.024437127,0
O94760,DDAH1,Homo sapiens (Human),1,0.564283943,0.431214215,0.174607482,0.040810391,0
O94804,STK10,Homo sapiens (Human),1,0.564328351,0.330861674,0.124844883,0.053016911,0
O94826,TOMM70A,Homo sapiens (Human),0,0.120205403,0.922407969,1,0.201580033,0.013729766
O94905,ERLIN2,Homo sapiens (Human),0.553813243,0.733408288,1,0.262105588,0.095649879,0
O94919,ENDOD1,Homo sapiens (Human),1,0.981242563,0.59047468,0.232634755,0.099641761,0
O94925,#N/A,#N/A,0,0.045308987,0.839199528,1,0.201806168,0.013247029
O94925-3,#N/A,#N/A,0,0.078578242,1,0.936365991,0.202019129,0.052713644
O94973,AP2A2,Homo sapiens (Human),1,0.645440102,0.921436562,0.264643799,0.054534286,0
O94979,SEC31A,Homo sapiens (Human),1,0.488240478,0.314351768,0.14717281,0.04510746,0
O95139,NDUFB6,Homo sapiens (Human),0,0.08729098,0.69939375,1,0.289489067,0.052651184
O95140,MFN2,Homo sapiens (Human),0.126837726,0.147797978,0.607703165,1,0.184521449,0
O95167,NDUFA3,Homo sapiens (Human),0.034596563,0.067366295,0.759150311,1,0.211118184,0
O95168,NDUFB4,Homo sapiens (Human),0.092399456,0.153212048,0.560076527,1,0.156817854,0
O95169,NDUFB8,Homo sapiens (Human),0,0.078925207,0.687178698,1,0.186784526,0.002378771
O95182,NDUFA7,Homo sapiens (Human),0.192249224,0.0903273,0.873810935,1,0.21735246,0
O95183,VAMP5,Homo sapiens (Human),1,0.417606804,0.430576735,0.109352853,0.027800649,0
O95202,LETM1,Homo sapiens (Human),0,0.102530215,0.887003718,1,0.266319982,0.092940517
O95249,GOSR1,Homo sapiens (Human),0.637127678,1,0.617239185,0.119054398,0.011729451,0
O95292,VAPB,Homo sapiens (Human),0.974261881,0.74180469,1,0.459648854,0.214958272,0
O95297,MPZL1,Homo sapiens (Human),1,0.54003913,0.481858709,0.159635259,0.029378312,0
E9PQ53,NDUFC2-KCTD14,Homo sapiens (Human),0,0.055537533,0.966633522,1,0.317086184,0.145147609
O95299,NDUFA10,Homo sapiens (Human),0,0.099580327,0.943952522,1,0.324047678,0.104861866
O95302,FKBP9,Homo sapiens (Human),0.422278256,0.560105319,1,0.439586654,0.091509229,0
O95336,PGLS,Homo sapiens (Human),1,0.761219465,0.301848612,0.130758904,0.046311155,0
O95340,PAPSS2,Homo sapiens (Human),1,0.52125612,0.281819008,0.105131089,0.034781265,0
O95372,LYPLA2,Homo sapiens (Human),1,0.644296635,0.467242768,0.152689383,0.06964503,0
O95425,SVIL,Homo sapiens (Human),1,0.439378098,0.390124429,0.099974002,0.004125108,0
O95479,H6PD,Homo sapiens (Human),0.535520942,0.658347597,1,0.463736069,0.068046535,0
O95562,SFT2D2,Homo sapiens (Human),1,0.518118645,0.27907985,0.079989458,0.015176884,0
O95571,ETHE1,Homo sapiens (Human),0,0.0772352,0.649711578,1,0.162868455,0.009178004
O95573,ACSL3,Homo sapiens (Human),0.8990095,0.893894212,1,0.502039246,0.105414128,0
O95721,SNAP29,Homo sapiens (Human),1,0.554166873,0.469604358,0.18503391,0.042056275,0
O95772,STARD3NL,Homo sapiens (Human),0.619815852,1,0.725666915,0.283337681,0.045563812,0
O95782,AP2A1,Homo sapiens (Human),1,0.638027436,0.89111736,0.232561546,0.052213961,0
O95810,SDPR,Homo sapiens (Human),1,0.447860295,0.609094658,0.093676716,0.021364418,0
O95816,BAG2,Homo sapiens (Human),0.17385083,0.499242188,1,0.397417824,0.264622666,0
O95817,BAG3,Homo sapiens (Human),1,0.42376411,0.184594739,0.023194006,0.006146018,0
O95831,AIFM1,Homo sapiens (Human),0,0.080087097,0.83429038,1,0.23560249,0.076136042
O95865,DDAH2,Homo sapiens (Human),1,0.502723731,0.264197109,0.060589912,0.015205559,0
O95870,ABHD16A,Homo sapiens (Human),0.473952916,0.473908721,1,0.526327264,0.255067404,0
O95980,RECK,Homo sapiens (Human),1,0.521385404,0.51949331,0.110150425,0.022848362,0
O96000,NDUFB10,Homo sapiens (Human),0,0.046823537,0.819443301,1,0.216014593,0.010030685
O96005,CLPTM1,Homo sapiens (Human),0.591264497,0.69308987,1,0.274086424,0.112750001,0
O96008,TOMM40,Homo sapiens (Human),0,0.123139125,0.822703235,1,0.281810106,0.081412008
O96011,PEX11B,Homo sapiens (Human),0.068722373,0.000720353,0.371936107,0.359721843,1,0
P00167,CYB5A,Homo sapiens (Human),0.963218084,0.809150944,1,0.365705211,0.126237032,0
P00338,LDHA,Homo sapiens (Human),1,0.566998968,0.270094516,0.14857202,0.165289848,0
P00387,CYB5R3,Homo sapiens (Human),0.403064916,0.500181391,0.913532346,1,0.239388923,0
P00390,GSR,Homo sapiens (Human),0.825435672,0.665014826,0.537130433,1,0.142345394,0
P00403,MT-CO2,Homo sapiens (Human),0,0.093784263,0.518020382,1,0.224617773,0.04610423
P00505,GOT2,Homo sapiens (Human),0,0.089307488,0.93488506,1,0.199787046,0.053337698
P00533,EGFR,Homo sapiens (Human),1,0.605088959,0.484208608,0.128155866,0.033170383,0
P00558,PGK1,Homo sapiens (Human),1,0.546827411,0.255158291,0.051320361,0.021851179,0
P00568,AK1,Homo sapiens (Human),1,0.652697571,0.190910733,0.069234079,0.01815969,0
P00749,PLAU,Homo sapiens (Human),0.495472218,1,0.959720618,0.179912635,0.03931995,0
P00750,PLAT,Homo sapiens (Human),0.401110431,1,0.810057974,0.206015458,0.035660356,0
P00813,ADA,Homo sapiens (Human),1,0.540140418,0.586039079,0.099323789,0.021263378,0
P01033,TIMP1,Homo sapiens (Human),0.44804167,1,0.687068189,0.277519828,0.047271303,0
P01111,NRAS,Homo sapiens (Human),1,0.375525437,0.202196891,0.058208931,0.014352537,0
P01112,HRAS,Homo sapiens (Human),1,0.494351911,0.412067492,0.106202663,0.01802236,0
P01116,KRAS,Homo sapiens (Human),1,0.49036892,0.25715328,0.083953335,0.010439221,0
P01889,HLA-B,Homo sapiens (Human),1,0.515748959,0.469380883,0.100229621,0.014684667,0
P02452,COL1A1,Homo sapiens (Human),0.285489471,0.81519062,1,0.3750464,0.058806824,0
P02461,COL3A1,Homo sapiens (Human),0.256832707,0.559431583,1,0.651097848,0.125356191,0
P02462,COL4A1,Homo sapiens (Human),0.147151546,0.301667013,1,0.224601659,0.083412287,0
P02545,LMNA,Homo sapiens (Human),0.397262276,0.51553465,1,0.865883433,0.452614164,0
P02751,FN1,Homo sapiens (Human),0.342788366,0.74253269,1,0.265764138,0.050274876,0
P02786,TFRC,Homo sapiens (Human),0.992520135,0.985049298,1,0.20819095,0.042787244,0
P02792,FTL,Homo sapiens (Human),0.487217141,0.746051697,1,0.245209585,0.042243375,0
P02794,FTH1,Homo sapiens (Human),0.518048609,1,0.799063615,0.216648186,0.039292959,0
P80297,MT1X,Homo sapiens (Human),1,0.668936093,0.621164946,0.139668839,0.073601666,0
P03897,MT-ND3,Homo sapiens (Human),0.031914496,0.028448945,0.616125324,1,0.159549602,0
P04040,CAT,Homo sapiens (Human),0.056583861,0.097006269,0.526193928,0.790249113,1,0
P04062,GBA,Homo sapiens (Human),0.345824889,0.728902217,1,0.311481761,0.0528809,0
P04075,ALDOA,Homo sapiens (Human),1,0.552831859,0.24100481,0.068583024,0.019463607,0
P04083,ANXA1,Homo sapiens (Human),1,0.713757197,0.271288869,0.06438053,0.019083587,0
P04114,APOB,Homo sapiens (Human),0.976883088,1,0.572821755,0.063607644,0.024552831,0
P04156,PRNP,Homo sapiens (Human),1,0.455230982,0.401909232,0.093828381,0.02151243,0
P04179,SOD2,Homo sapiens (Human),0.024253403,0.231715759,1,0.96725664,0.156490623,0
P04181,OAT,Homo sapiens (Human),0,0.060739002,0.706698166,1,0.167444029,0.019928942
P04216,THY1,Homo sapiens (Human),1,0.625913306,0.558844285,0.166292471,0.022321053,0
P04264,KRT1,Homo sapiens (Human),0.240144277,0.082434315,0,0.183400035,0.664241329,1
P04406,GAPDH,Homo sapiens (Human),1,0.656076798,0.50181413,0.110993103,0.032144693,0
P04626,ERBB2,Homo sapiens (Human),1,0.527225161,0.471871961,0.117336278,0.026829709,0
P04632,CAPNS1,Homo sapiens (Human),1,0.56899084,0.286035641,0.041664156,0.0144047,0
P04792,HSPB1,Homo sapiens (Human),1,0.507653402,0.219126621,0.053625537,0.028218957,0
P04843,RPN1,Homo sapiens (Human),0.238137001,0.408261291,1,0.421813053,0.103748219,0
P04844,RPN2,Homo sapiens (Human),0.261819748,0.464179857,1,0.528007096,0.117130004,0
P04899,GNAI2,Homo sapiens (Human),1,0.43921505,0.352395241,0.094920111,0.01684048,0
P04921,GYPC,Homo sapiens (Human),1,0.411422596,0.457996014,0.099863568,0.013780857,0
P05023,ATP1A1,Homo sapiens (Human),1,0.416938425,0.459940108,0.097369564,0.015723315,0
P05026,ATP1B1,Homo sapiens (Human),1,0.471784154,0.473300468,0.12137943,0.024316412,0
P05067,APP,Homo sapiens (Human),0.439732361,1,0.736070469,0.222120381,0.052379223,0
P05091,ALDH2,Homo sapiens (Human),0,0.088571665,0.569313065,1,0.1737646,0.049909821
P05106,ITGB3,Homo sapiens (Human),1,0.653509858,0.488309512,0.203299983,0.034400295,0
P05121,SERPINE1,Homo sapiens (Human),0.520659914,1,0.585819613,0.155479847,0.034247285,0
P05141,SLC25A5,Homo sapiens (Human),0,0.070279469,0.398749375,1,0.165973927,0.037546821
P05165,PCCA,Homo sapiens (Human),0.069894634,0.116233903,0.574039751,1,0.142213884,0
P05166,PCCB,Homo sapiens (Human),0.037760367,0.103165289,0.447073512,1,0.11630146,0
P05362,ICAM1,Homo sapiens (Human),1,0.425702558,0.358196051,0.132890817,0.027758016,0
P05387,RPLP2,Homo sapiens (Human),0.614571515,0.383323295,1,0.356421529,0.073644805,0
P05388,RPLP0,Homo sapiens (Human),0.660987024,0.476656402,1,0.369518728,0.101247777,0
P05556,ITGB1,Homo sapiens (Human),1,0.589680052,0.666231748,0.164295555,0.035185212,0
P05976,MYL1,Homo sapiens (Human),1,0.381043565,0.713486282,0.364084344,0.023190486,0
P06280,GLA,Homo sapiens (Human),0.483894051,0.972368658,1,0.51590911,0,0.004043507
P06396,GSN,Homo sapiens (Human),1,0.530729858,0.277617859,0.076211692,0.009780704,0
P06576,ATP5B,Homo sapiens (Human),0,0.084622345,0.538333225,1,0.194343337,0.017261943
P06703,S100A6,Homo sapiens (Human),1,0.689135051,0.24163285,0.063686099,0.021886821,0
